coder.id,paper.doi_1,Aim,performance.type,Aim.disagree,Q49,initial.note,claim.presence,Flag,Flag.type,Flag.type_3_TEXT,Note.final,group,variable,value,theme_count
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,existence,1 - The theme exists,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,fulfillment,0.5 - hedging,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,more,Yes,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,problem.or.benefit,Barrier,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,problem.or.benefit,Opportunity,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,develop.or.adopt,Development,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,development.category,Cell Sources and Differentiation,44
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,development.category,Cell Maintenance,26
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,development.category,Process and Bioreactors,61
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,opportunity.type,Humans,187
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Human.opps,Economic - (includes energy efficiency),67
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,existence,1 - The theme exists,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,fulfillment,0.5 - hedging,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,more,Yes,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,problem.or.benefit,Barrier,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,develop.or.adopt,Development,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,development.category,Cell Sources and Differentiation,44
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,development.category,Cell Maintenance,26
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,development.category,Process and Bioreactors,61
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,existence,1 - The theme exists,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,fulfillment,0.5 - hedging,NA
Chris,10.1038/s41598-024-59767-0,Cell Sources,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,more,No - Continue to Final Note,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,develop.or.adopt,Adoption,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,adoption.category,Public Distrust,119
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,distrust.sources,Religious beliefs,14
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,distrust.sources,Non-specified concerns,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,1,fulfillment,Not Indicated,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,develop.or.adopt,Adoption,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,adoption.category,Regulations,36
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,adoption.category,Public Distrust,119
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,distrust.sources,Health Concerns,46
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,distrust.sources,Safety Concerns,44
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,distrust.sources,Religious beliefs,14
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,distrust.sources,Non-specified concerns,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,2,fulfillment,Not Indicated,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,develop.or.adopt,Development,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,develop.or.adopt,Adoption,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,adoption.category,Public Distrust,119
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,adoption.category,Cost or Willingness to Pay,63
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,distrust.sources,Religious beliefs,14
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,development.category,non-specified barrier to scale,67
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,3,fulfillment,Not Indicated,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,problem.or.benefit,Opportunity,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,opportunity.type,the Environment,189
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,opportunity.type,Humans,187
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,env.opps,Non-specified,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,Human.opps,Public Health,184
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,Health.opps,Increasing Food Security,147
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,4,fulfillment,0.5 - hedging,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,5,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,5,problem.or.benefit,Opportunity,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,5,opportunity.type,the Environment,189
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,5,env.opps,Non-specified,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,5,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,5,fulfillment,-0.5 - hedging,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,6,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,6,problem.or.benefit,Opportunity,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,6,opportunity.type,Humans,187
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,6,Human.opps,Economic - (includes energy efficiency),67
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,6,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,6,fulfillment,0.5 - hedging,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,7,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,7,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,7,develop.or.adopt,Development,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,7,development.category,Cell Sources and Differentiation,44
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,7,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,7,fulfillment,Not Indicated,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,8,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,8,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,8,develop.or.adopt,Adoption,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,8,adoption.category,Regulations,36
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,8,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,8,fulfillment,Not Indicated,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,develop.or.adopt,Development,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,development.category,Media and Ingredients,84
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,ingredients,Economical Ingredients,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,ingredients,Animal-free Ingredients,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,9,fulfillment,0.5 - hedging,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,develop.or.adopt,Adoption,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,adoption.category,Regulations,36
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,adoption.category,Public Distrust,119
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,distrust.sources,Religious beliefs,14
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,10,fulfillment,0.5 - hedging,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,more,Yes,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,problem.or.benefit,Barrier,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,develop.or.adopt,Adoption,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,adoption.category,Regulations,36
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,adoption.category,Public Distrust,119
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,distrust.sources,Religious beliefs,14
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,existence,1 - The theme exists,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,11,fulfillment,0.5 - hedging,NA
Chris,10.3389/fsufs.2019.00128,Religion,NA,None,NA,NA,Yes,NA,NA,NA,no methods rather thematic sections structure this perspective paper.,12,more,No - Continue to Final Note,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,1,more,Yes,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,1,problem.or.benefit,Barrier,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,1,develop.or.adopt,Adoption,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,1,adoption.category,Regulations,36
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,1,existence,1 - The theme exists,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,1,fulfillment,-0.5 - hedging,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,2,more,Yes,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,2,problem.or.benefit,Barrier,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,2,develop.or.adopt,Adoption,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,2,adoption.category,Regulations,36
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,2,existence,1 - The theme exists,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,2,fulfillment,Not Indicated,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,more,Yes,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,problem.or.benefit,Opportunity,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,opportunity.type,the Environment,189
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,opportunity.type,Humans,187
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,env.opps,Non-specified,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,Human.opps,Public Health,184
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,Health.opps,Non-specified,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,existence,1 - The theme exists,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,3,fulfillment,0.5 - hedging,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,more,Yes,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,problem.or.benefit,Barrier,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,develop.or.adopt,Development,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,develop.or.adopt,Adoption,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,adoption.category,Regulations,36
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,adoption.category,Public Distrust,119
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,adoption.category,Cost or Willingness to Pay,63
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,distrust.sources,Non-specified concerns,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,development.category,non-Nutritious,25
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,existence,1 - The theme exists,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,4,fulfillment,Not Indicated,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,more,Yes,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,problem.or.benefit,Barrier,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,problem.or.benefit,Opportunity,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,develop.or.adopt,Adoption,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,adoption.category,Regulations,36
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,opportunity.type,Humans,187
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,Human.opps,Economic - (includes energy efficiency),67
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,existence,0.5 - hedging,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,5,fulfillment,Not Indicated,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,6,more,Yes,NA
Chris,10.1016/j.foodcont.2021.108336,Education,NA,Different Aim,Regulations,the paper reviews provisions in EU laws and so this is more relevant to Regulations than Education,Yes,Flag (Choose Below),Interesting,NA,NA,6,problem.or.benefit,Barrier,NA
