coder,doi,aim,performance.type,group,variable,value,section,BLOC,existence,fulfillment
Chris,10.3390/su13158235,Acceptance,,4,consequences,Overconsumption Continues,Introduction,Limitation,0.5,NA
Chris,10.3390/su13158235,Acceptance,,4,consequences,Overconsumption Continues,Introduction,Opportunity,0.5,NA
Chris,10.3390/su13158235,Acceptance,,4,consequences,Overconsumption Continues,Introduction,Consequence,0.5,NA
Chris,10.3390/su13158235,Acceptance,,5,develop.or.adopt,Development,Introduction,Barrier,-1,1
Chris,10.3390/su13158235,Acceptance,,5,development.category,non-Nutritious,Introduction,Barrier,-1,1
Chris,10.3390/su13158235,Acceptance,,6,develop.or.adopt,Development,Introduction,Barrier,0,NA
Chris,10.3390/su13158235,Acceptance,,6,develop.or.adopt,Development,Introduction,Opportunity,0,NA
Chris,10.3390/su13158235,Acceptance,,6,development.category,non-Nutritious,Introduction,Barrier,0,NA
Chris,10.3390/su13158235,Acceptance,,6,development.category,non-Nutritious,Introduction,Opportunity,0,NA
Chris,10.3390/su13158235,Acceptance,,6,opportunity.type,Humans,Introduction,Barrier,0,NA
Chris,10.3390/su13158235,Acceptance,,6,opportunity.type,Humans,Introduction,Opportunity,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Human.opps,Public Health,Introduction,Barrier,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Human.opps,Public Health,Introduction,Opportunity,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Health.opps,Offering Better Nutrition,Introduction,Barrier,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Health.opps,Food Safety Improvements,Introduction,Barrier,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Health.opps,Offering Better Nutrition,Introduction,Opportunity,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Health.opps,Food Safety Improvements,Introduction,Opportunity,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Barrier,0,NA
Chris,10.3390/su13158235,Acceptance,,6,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Opportunity,0,NA
Chris,10.3390/su13158235,Acceptance,,7,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.3390/su13158235,Acceptance,,7,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.3390/su13158235,Acceptance,,7,Health.opps,Food Safety Improvements,Introduction,Opportunity,1,0.5
Chris,10.3390/su13158235,Acceptance,,7,Food.safety,Zoonosis Reductions,Introduction,Opportunity,1,0.5
Chris,10.3390/su13158235,Acceptance,,8,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,8,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,8,distrust.sources,Health Concerns,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,8,distrust.sources,Safety Concerns,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,8,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,8,distrust.sources,Neophobia,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,8,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,8,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,9,develop.or.adopt,Adoption,Discussion,Barrier,1,NA
Chris,10.3390/su13158235,Acceptance,,9,adoption.category,Public Distrust,Discussion,Barrier,1,NA
Chris,10.3390/su13158235,Acceptance,,9,distrust.sources,Non-specified concerns,Discussion,Barrier,1,NA
Chris,10.3390/su13158235,Acceptance,,10,develop.or.adopt,Adoption,Discussion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,10,adoption.category,Public Distrust,Discussion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,10,distrust.sources,Health Concerns,Discussion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,10,distrust.sources,Safety Concerns,Discussion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,10,distrust.sources,it being unfamiliar,Discussion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,10,distrust.sources,The way it is Framed,Discussion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,10,distrust.sources,Unnatural perceptions,Discussion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,11,opportunity.type,the Environment,Discussion,Opportunity,1,0.5
Chris,10.3390/su13158235,Acceptance,,11,env.opps,Pollution,Discussion,Opportunity,1,0.5
Chris,10.3390/su13158235,Acceptance,,11,pollution,Air,Discussion,Opportunity,1,0.5
Chris,10.3390/su13158235,Acceptance,,12,develop.or.adopt,Adoption,Conclusion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,12,adoption.category,Public Distrust,Conclusion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,12,distrust.sources,Safety Concerns,Conclusion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,12,distrust.sources,The way it is Framed,Conclusion,Barrier,0.5,NA
Chris,10.3390/su13158235,Acceptance,,12,distrust.sources,Unnatural perceptions,Conclusion,Barrier,0.5,NA
Chris,10.3389/fcell.2023.1193634,Media,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,1,development.category,Media and Ingredients,Abstract,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,1,ingredients,Economical Ingredients,Abstract,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,1,ingredients,Animal-free Ingredients,Abstract,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,env.opps,Excessive Fresh Water Use,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,env.opps,Land Use or Land Change,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,env.opps,Climate Change Impacts,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,env.opps,Pollution,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,pollution,Air,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,pollution,Water,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,2,Health.opps,Increasing Food Security,Introduction,Opportunity,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,3,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,3,adoption.category,Public Distrust,Introduction,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,3,distrust.sources,Non-specified concerns,Introduction,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,3,development.category,Media and Ingredients,Introduction,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,3,ingredients,Economical Ingredients,Introduction,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,4,develop.or.adopt,Development,Discussion,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,4,development.category,Media and Ingredients,Discussion,Barrier,1,0.5
Chris,10.3389/fcell.2023.1193634,Media,,4,ingredients,Economical Ingredients,Discussion,Barrier,1,0.5
Chris,10.1021/acsbiomaterials.3c00358,Process,,1,develop.or.adopt,Development,Abstract,Barrier,1,NA
Chris,10.1021/acsbiomaterials.3c00358,Process,,1,development.category,Process and Bioreactors,Abstract,Barrier,1,NA
Chris,10.1021/acsbiomaterials.3c00358,Process,,2,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.1021/acsbiomaterials.3c00358,Process,,2,development.category,Process and Bioreactors,Introduction,Barrier,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,opportunity.type,the Environment,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,opportunity.type,Livestock,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,opportunity.type,Humans,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,env.opps,Pollution,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,pollution,Air,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,Human.opps,Public Health,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,Health.opps,Offering Better Nutrition,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,Health.opps,Food Safety Improvements,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,1,Food.safety,Zoonosis Reductions,Abstract,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,2,develop.or.adopt,Adoption,Abstract,Barrier,1,0.5
Chris,10.3390/nu13041284,Acceptance,,2,adoption.category,Public Distrust,Abstract,Barrier,1,0.5
Chris,10.3390/nu13041284,Acceptance,,2,adoption.category,Cost or Willingness to Pay,Abstract,Barrier,1,0.5
Chris,10.3390/nu13041284,Acceptance,,2,distrust.sources,Non-specified concerns,Abstract,Barrier,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,opportunity.type,Livestock,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,env.opps,Land Use or Land Change,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,env.opps,Biodiversity Impacts,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,env.opps,Pollution,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,env.opps,Non-specified,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,pollution,Air,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,pollution,Water,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,Human.opps,Economic - (includes energy efficiency),Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,Health.opps,Food Safety Improvements,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,3,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Opportunity,1,0.5
Chris,10.3390/nu13041284,Acceptance,,4,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.3390/nu13041284,Acceptance,,4,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.3390/nu13041284,Acceptance,,4,distrust.sources,Non-specified concerns,Introduction,Barrier,1,NA
Chris,10.3390/nu13041284,Acceptance,,5,develop.or.adopt,Adoption,Discussion,Barrier,0.5,0.5
Chris,10.3390/nu13041284,Acceptance,,5,adoption.category,Public Distrust,Discussion,Barrier,0.5,0.5
Chris,10.3390/nu13041284,Acceptance,,5,distrust.sources,it being unfamiliar,Discussion,Barrier,0.5,0.5
Chris,10.3390/nu13041284,Acceptance,,5,distrust.sources,The way it is Framed,Discussion,Barrier,0.5,0.5
Chris,10.3390/nu13041284,Acceptance,,5,distrust.sources,Unnatural perceptions,Discussion,Barrier,0.5,0.5
Chris,10.3390/nu13041284,Acceptance,,5,distrust.sources,Disgust reactions,Discussion,Barrier,0.5,0.5
Chris,10.3390/nu13041284,Acceptance,,6,develop.or.adopt,Adoption,Discussion,Barrier,1,NA
Chris,10.3390/nu13041284,Acceptance,,6,adoption.category,Public Distrust,Discussion,Barrier,1,NA
Chris,10.3390/nu13041284,Acceptance,,6,distrust.sources,poor Sensory Attributes,Discussion,Barrier,1,NA
Chris,10.3390/nu13041284,Acceptance,,6,senses.distrust,not specified,Discussion,Barrier,1,NA
Chris,10.3390/nu13041284,Acceptance,,7,opportunity.type,the Environment,Discussion,Opportunity,1,NA
Chris,10.3390/nu13041284,Acceptance,,7,opportunity.type,Humans,Discussion,Opportunity,1,NA
Chris,10.3390/nu13041284,Acceptance,,7,env.opps,Non-specified,Discussion,Opportunity,1,NA
Chris,10.3390/nu13041284,Acceptance,,7,Human.opps,Public Health,Discussion,Opportunity,1,NA
Chris,10.3390/nu13041284,Acceptance,,7,Health.opps,Non-specified,Discussion,Opportunity,1,NA
Chris,10.3390/nu13041284,Acceptance,,8,develop.or.adopt,Adoption,Conclusion,Barrier,0.5,0.5
Chris,10.3390/nu13041284,Acceptance,,8,adoption.category,Cost or Willingness to Pay,Conclusion,Barrier,0.5,0.5
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,1,opportunity.type,the Environment,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,1,opportunity.type,Humans,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,1,env.opps,Non-specified,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,1,Human.opps,Economic - (includes energy efficiency),Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,1,Human.opps,Public Health,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,1,Health.opps,Chronic Disease Preevention,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,1,Health.opps,Non-specified,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,2,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,2,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,2,distrust.sources,Religious beliefs,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,3,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,3,development.category,non-specified barrier to scale,Introduction,Barrier,1,0.5
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,4,opportunity.type,Livestock,Introduction,Opportunity,1,0.5
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,4,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,4,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,4,Health.opps,Increasing Food Security,Introduction,Opportunity,1,0.5
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,5,develop.or.adopt,Development,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,5,develop.or.adopt,Development,Introduction,Consequence,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,5,development.category,Energy Use is High,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,5,development.category,Energy Use is High,Introduction,Consequence,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,5,consequences,Job loss,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,5,consequences,Job loss,Introduction,Consequence,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,adoption.category,Cost or Willingness to Pay,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,Health Concerns,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,Religious beliefs,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,Neophobia,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,poor Sensory Attributes,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources,Other (write),Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,distrust.sources_13_TEXT,Distrusting Technology,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,6,senses.distrust,Taste,Introduction,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,7,section_9_TEXT,Discussion and Conclusion,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,7,develop.or.adopt,Adoption,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,7,adoption.category,Public Distrust,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,7,distrust.sources,it being unfamiliar,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,7,distrust.sources,Non-specified concerns,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,8,section_9_TEXT,Discussion and Conclusions,Other (Write),Barrier,-0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,8,develop.or.adopt,Adoption,Other (Write),Barrier,-0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,8,adoption.category,Public Distrust,Other (Write),Barrier,-0.5,NA
Chris,10.1016/j.MEATsci.2022.108964,Acceptance,,8,distrust.sources,Neophobia,Other (Write),Barrier,-0.5,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,develop.or.adopt,Development,Abstract,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,development.category,Scaffolds,Abstract,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,development.category,Scaffolds,Abstract,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,opportunity.type,Humans,Abstract,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,Human.opps,Public Health,Abstract,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,1,Health.opps,Increasing Food Security,Abstract,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,2,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,2,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,2,env.opps,Non-specified,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,2,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,3,opportunity.type,the Environment,Introduction,Opportunity,1,1
Chris,10.1038/s41538-021-00090-7,Scaffolding,,3,env.opps,Excessive Fresh Water Use,Introduction,Opportunity,1,1
Chris,10.1038/s41538-021-00090-7,Scaffolding,,3,env.opps,Land Use or Land Change,Introduction,Opportunity,1,1
Chris,10.1038/s41538-021-00090-7,Scaffolding,,4,develop.or.adopt,Development,Introduction,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,4,development.category,Scaffolds,Introduction,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,4,development.category,Poor Sensory Attribute,Introduction,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,4,senses.dev,Texture,Introduction,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,5,develop.or.adopt,Development,Discussion,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,5,development.category,Scaffolds,Discussion,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,5,development.category,Poor Sensory Attribute,Discussion,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,5,senses.dev,Texture,Discussion,Barrier,1,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,develop.or.adopt,Development,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,develop.or.adopt,Adoption,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,adoption.category,Public Distrust,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,distrust.sources,Non-specified concerns,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,development.category,Media and Ingredients,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,development.category,Process and Bioreactors,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,ingredients,Economical Ingredients,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,6,ingredients,Animal-free Ingredients,Discussion,Barrier,1,NA
Chris,10.1038/s41538-021-00090-7,Scaffolding,,7,develop.or.adopt,Development,Discussion,Barrier,0.5,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,7,development.category,non-Nutritious,Discussion,Barrier,0.5,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,7,development.category,Poor Sensory Attribute,Discussion,Barrier,0.5,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,7,senses.dev,Taste,Discussion,Barrier,0.5,0.5
Chris,10.1038/s41538-021-00090-7,Scaffolding,,7,senses.dev,Texture,Discussion,Barrier,0.5,0.5
Chris,10.3390/nu15132935,Acceptance,,1,develop.or.adopt,Adoption,Abstract,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,1,adoption.category,Public Distrust,Abstract,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,1,distrust.sources,Health Concerns,Abstract,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,1,distrust.sources,Safety Concerns,Abstract,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,1,distrust.sources,The way it is Framed,Abstract,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,1,distrust.sources,Non-specified concerns,Abstract,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,2,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,env.opps,Climate Change Impacts,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,env.opps,Pollution,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,env.opps,Non-specified,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,pollution,Air,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,Health.opps,Offering Better Nutrition,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,2,Health.opps,Increasing Food Security,Introduction,Opportunity,1,0.5
Chris,10.3390/nu15132935,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,adoption.category,Cost or Willingness to Pay,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,distrust.sources,Withheld Information concerns,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,distrust.sources,Religious beliefs,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,distrust.sources,Neophobia,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,distrust.sources,Non-specified concerns,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,distrust.sources,poor Sensory Attributes,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,3,senses.distrust,Taste,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,4,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,4,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,4,distrust.sources,Health Concerns,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,4,distrust.sources,it being unfamiliar,Introduction,Barrier,0.5,NA
Chris,10.3390/nu15132935,Acceptance,,5,develop.or.adopt,Adoption,Discussion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,5,adoption.category,Public Distrust,Discussion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,5,distrust.sources,Health Concerns,Discussion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,5,distrust.sources,Safety Concerns,Discussion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,5,distrust.sources,poor Sensory Attributes,Discussion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,5,senses.distrust,Taste,Discussion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,5,senses.distrust,Texture,Discussion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,6,develop.or.adopt,Adoption,Conclusion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,6,adoption.category,Public Distrust,Conclusion,Barrier,1,NA
Chris,10.3390/nu15132935,Acceptance,,6,distrust.sources,Health Concerns,Conclusion,Barrier,1,NA
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
