doi,title,url,publisherID,journalID,dateCreated,references,referencedBy,funder_name,funder_doi,aim
10.1016/j.foodres.2022.111459,Effects of selected flavonoids on cell proliferation and differentiation of porcine muscle stem cells for cultured meat production,https://doi.org/10.1016/j.foodres.2022.111459,Elsevier BV,Food Research International,2022-06-04,21,25,International Science and Technology Cooperation Programme,10.13039/501100012326,Media
10.1016/j.foodres.2022.111459,Effects of selected flavonoids on cell proliferation and differentiation of porcine muscle stem cells for cultured meat production,https://doi.org/10.1016/j.foodres.2022.111459,Elsevier BV,Food Research International,2022-06-04,21,25,National Natural Science Foundation of China,10.13039/501100001809,Media
10.1016/j.foodres.2022.111459,Effects of selected flavonoids on cell proliferation and differentiation of porcine muscle stem cells for cultured meat production,https://doi.org/10.1016/j.foodres.2022.111459,Elsevier BV,Food Research International,2022-06-04,21,25,National Key Research and Development Program of China,10.13039/501100012166,Media
10.1016/j.appet.2023.107039,Challenging cultured meat naturalness perceptions: The role of consumers’ mindset,https://doi.org/10.1016/j.appet.2023.107039,Elsevier BV,Appetite,2023-09-11,107,12,Australian Research Council,10.13039/501100000923,Acceptance
10.1016/j.appet.2023.107039,Challenging cultured meat naturalness perceptions: The role of consumers’ mindset,https://doi.org/10.1016/j.appet.2023.107039,Elsevier BV,Appetite,2023-09-11,107,12,U.S. Food and Drug Administration,10.13039/100000038,Acceptance
10.1016/j.tifs.2020.12.024,Food security and nutrition- a systematic approach,https://doi.org/10.1016/j.tifs.2020.12.024,Elsevier BV,Trends in Food Science &amp; Technology,2021-01-09,81,10,"Agency for Science, Technology and Research",10.13039/501100001348,Education
10.1021/acs.jafc.4c06474,Sorghum Prolamin Scaffolds-Based Hybrid Cultured Meat with Enriched Sensory Properties,https://doi.org/10.1021/acs.jafc.4c06474,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-10-09,43,4,Natural Science Foundation of Jiangsu Province,10.13039/501100004608,Scaffolding
10.1021/acs.jafc.4c06474,Sorghum Prolamin Scaffolds-Based Hybrid Cultured Meat with Enriched Sensory Properties,https://doi.org/10.1021/acs.jafc.4c06474,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-10-09,43,4,National University of Singapore,10.13039/501100001352,Scaffolding
10.7717/peerj.4939,3D skeletal muscle fascicle engineering is improved with TGF-β1 treatment of myogenic cells and their co-culture with myofibroblasts,https://doi.org/10.7717/peerj.4939,PeerJ,PeerJ,2018-07-11,43,20,Kent State University,10.13039/100010254,Cell Differentiation
10.7717/peerj.4939,3D skeletal muscle fascicle engineering is improved with TGF-β1 treatment of myogenic cells and their co-culture with myofibroblasts,https://doi.org/10.7717/peerj.4939,PeerJ,PeerJ,2018-07-11,43,20,“Bioreactor Design for Cultured Pork”,NA,Cell Differentiation
10.1002/aepp.13446,Using machine‐learning methods in meta‐analyses: An empirical application on consumer acceptance of meat alternatives,https://doi.org/10.1002/aepp.13446,Wiley,Applied Economic Perspectives and Policy,2024-05-28,103,2,U.S. Department of Agriculture,10.13039/100000199,Acceptance
10.1002/aepp.13446,Using machine‐learning methods in meta‐analyses: An empirical application on consumer acceptance of meat alternatives,https://doi.org/10.1002/aepp.13446,Wiley,Applied Economic Perspectives and Policy,2024-05-28,103,2,Economic Research Service,10.13039/100009175,Acceptance
10.1016/j.jclepro.2023.137119,Consumer acceptance of novel sustainable food technologies: A multi-country survey,https://doi.org/10.1016/j.jclepro.2023.137119,Elsevier BV,Journal of Cleaner Production,2023-04-12,136,71,New Zealand Institute for Plant and Food Research Limited,10.13039/100011880,Acceptance
10.1016/j.jclepro.2023.137119,Consumer acceptance of novel sustainable food technologies: A multi-country survey,https://doi.org/10.1016/j.jclepro.2023.137119,Elsevier BV,Journal of Cleaner Production,2023-04-12,136,71,"Ministry of Business, Innovation and Employment",10.13039/501100003524,Acceptance
10.1016/j.respol.2023.104866,A multi-level perspective of potential transition pathways towards cultured meat: Finnish and German political stakeholder perceptions,https://doi.org/10.1016/j.respol.2023.104866,Elsevier BV,Research Policy,2023-07-27,50,21,Koneen Säätiö,10.13039/501100005781,Acceptance
10.1016/j.foodchem.2024.139511,Crusting-fabricated three-dimensional soy-based scaffolds for cultured meat production: A preliminary study,https://doi.org/10.1016/j.foodchem.2024.139511,Elsevier BV,Food Chemistry,2024-04-28,71,7,"Korea Institute of Planning and Evaluation for Technology in Food, Agriculture, Forestry and Fisheries",10.13039/501100003668,Scaffolding
10.1016/j.foodchem.2024.139511,Crusting-fabricated three-dimensional soy-based scaffolds for cultured meat production: A preliminary study,https://doi.org/10.1016/j.foodchem.2024.139511,Elsevier BV,Food Chemistry,2024-04-28,71,7,Chung-Ang University,10.13039/501100002460,Scaffolding
10.1016/j.foodchem.2024.139511,Crusting-fabricated three-dimensional soy-based scaffolds for cultured meat production: A preliminary study,https://doi.org/10.1016/j.foodchem.2024.139511,Elsevier BV,Food Chemistry,2024-04-28,71,7,"Ministry of Agriculture, Food and Rural Affairs",10.13039/501100003624,Scaffolding
10.1016/j.foodres.2024.114138,Metabolomic changes in culture media with varying passage numbers of pig muscle stem cell culture for cultured meat production,https://doi.org/10.1016/j.foodres.2024.114138,Elsevier BV,Food Research International,2024-02-27,43,3,Korea Evaluation Institute of Industrial Technology,10.13039/501100003662,Process
10.1016/j.foodres.2024.114138,Metabolomic changes in culture media with varying passage numbers of pig muscle stem cell culture for cultured meat production,https://doi.org/10.1016/j.foodres.2024.114138,Elsevier BV,Food Research International,2024-02-27,43,3,National Research Foundation of Korea,10.13039/501100003725,Process
10.1016/j.jbiomech.2010.01.039,Effects of a combined mechanical stimulation protocol: Value for skeletal muscle tissue engineering,https://doi.org/10.1016/j.jbiomech.2010.01.039,Elsevier BV,Journal of Biomechanics,2010-02-27,27,91,SenterNovem,10.13039/501100010070,Process
10.1016/j.foodcont.2020.107390,Consumer acceptance of cultured meat in urban areas of three cities in China,https://doi.org/10.1016/j.foodcont.2020.107390,Elsevier BV,Food Control,2020-06-05,34,119,Beijing Food Safety Policy & Strategy Research Base,NA,Acceptance
10.1021/acs.jafc.2c08004,Preparation and Quality Evaluation of Cultured Fat,https://doi.org/10.1021/acs.jafc.2c08004,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2023-02-24,41,18,Ministry of Science and Technology of the People's Republic of China,10.13039/501100002855,Process
10.1021/acs.jafc.2c08004,Preparation and Quality Evaluation of Cultured Fat,https://doi.org/10.1021/acs.jafc.2c08004,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2023-02-24,41,18,National Natural Science Foundation of China,10.13039/501100001809,Process
10.1021/acs.jafc.2c08004,Preparation and Quality Evaluation of Cultured Fat,https://doi.org/10.1021/acs.jafc.2c08004,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2023-02-24,41,18,Jiangsu Synergetic Innovation Center of Meat Processing and Quality Control,NA,Process
10.1016/j.ecolecon.2023.108094,Hard to digest investments: People oppose investment in both conventional and cultured meat producers,https://doi.org/10.1016/j.ecolecon.2023.108094,Elsevier BV,Ecological Economics,2023-12-28,57,3,Narodowym Centrum Nauki,10.13039/501100004442,Acceptance
10.1016/j.ecolecon.2023.108094,Hard to digest investments: People oppose investment in both conventional and cultured meat producers,https://doi.org/10.1016/j.ecolecon.2023.108094,Elsevier BV,Ecological Economics,2023-12-28,57,3,Narodowe Centrum Nauki,10.13039/501100004281,Acceptance
10.3390/ma10121404,Edible Scaffolds Based on Non-Mammalian Biopolymers for Myoblast Growth,https://doi.org/10.3390/ma10121404,MDPI AG,Materials,2017-12-08,35,75,FONDECYT,10.13039/501100010751,Scaffolding
10.3390/biom12111697,Evaluating the Potential of Marine Invertebrate and Insect Protein Hydrolysates to Reduce Fetal Bovine Serum in Cell Culture Media for Cultivated Fish Production,https://doi.org/10.3390/biom12111697,MDPI AG,Biomolecules,2022-11-17,76,22,United States Department of Agriculture,10.13039/100000199,Media
10.1007/s11947-023-03166-2,Towards Understanding the Role of Microstructured Edible Scaffolds for Cultured Meat Production,https://doi.org/10.1007/s11947-023-03166-2,Springer Science and Business Media LLC,Food and Bioprocess Technology,2023-07-14,42,5,Agencia Nacional de Investigación y Desarrollo,10.13039/501100020884,Scaffolding
10.1038/s41598-023-27629-w,Development of serum-free and grain-derived-nutrient-free medium using microalga-derived nutrients and mammalian cell-secreted growth factors for sustainable cultured meat production,https://doi.org/10.1038/s41598-023-27629-w,Springer Science and Business Media LLC,Scientific Reports,2023-01-10,56,63,MEXT | Japan Science and Technology Agency,10.13039/501100002241,Media
10.1038/s41598-023-27629-w,Development of serum-free and grain-derived-nutrient-free medium using microalga-derived nutrients and mammalian cell-secreted growth factors for sustainable cultured meat production,https://doi.org/10.1038/s41598-023-27629-w,Springer Science and Business Media LLC,Scientific Reports,2023-01-10,56,63,"IntegriCulture, Inc.",NA,Media
10.1038/s41598-023-27629-w,Development of serum-free and grain-derived-nutrient-free medium using microalga-derived nutrients and mammalian cell-secreted growth factors for sustainable cultured meat production,https://doi.org/10.1038/s41598-023-27629-w,Springer Science and Business Media LLC,Scientific Reports,2023-01-10,56,63,MEXT | Japan Science and Technology Agency,10.13039/501100002241,Media
10.1038/s41598-023-27629-w,Development of serum-free and grain-derived-nutrient-free medium using microalga-derived nutrients and mammalian cell-secreted growth factors for sustainable cultured meat production,https://doi.org/10.1038/s41598-023-27629-w,Springer Science and Business Media LLC,Scientific Reports,2023-01-10,56,63,MEXT | Japan Science and Technology Agency,10.13039/501100002241,Media
10.1038/s41598-023-27629-w,Development of serum-free and grain-derived-nutrient-free medium using microalga-derived nutrients and mammalian cell-secreted growth factors for sustainable cultured meat production,https://doi.org/10.1038/s41598-023-27629-w,Springer Science and Business Media LLC,Scientific Reports,2023-01-10,56,63,"IntegriCulture, Inc.",NA,Media
10.1016/j.fufo.2023.100220,Protein source matters: Understanding consumer segments with distinct preferences for alternative proteins,https://doi.org/10.1016/j.fufo.2023.100220,Elsevier BV,Future Foods,2023-03-05,45,30,University of Adelaide,10.13039/501100001786,Acceptance
10.1016/j.meatsci.2022.108941,Understanding the future meat consumers,https://doi.org/10.1016/j.meatsci.2022.108941,Elsevier BV,Meat Science,2022-08-06,150,27,Generalitat de Catalunya,10.13039/501100002809,NA
10.3389/fsufs.2022.847931,"Milk, Meat, and Fish From the Petri Dish—Which Attributes Would Make Cultured Proteins (Un)attractive and for Whom? Results From a Nordic Survey",https://doi.org/10.3389/fsufs.2022.847931,Frontiers Media SA,Frontiers in Sustainable Food Systems,2022-04-14,48,17,Norges Forskningsråd,10.13039/501100005416,Acceptance
10.3389/fsufs.2022.847931,"Milk, Meat, and Fish From the Petri Dish—Which Attributes Would Make Cultured Proteins (Un)attractive and for Whom? Results From a Nordic Survey",https://doi.org/10.3389/fsufs.2022.847931,Frontiers Media SA,Frontiers in Sustainable Food Systems,2022-04-14,48,17,EIT Food,10.13039/100016326,Acceptance
10.3389/fsufs.2022.847931,"Milk, Meat, and Fish From the Petri Dish—Which Attributes Would Make Cultured Proteins (Un)attractive and for Whom? Results From a Nordic Survey",https://doi.org/10.3389/fsufs.2022.847931,Frontiers Media SA,Frontiers in Sustainable Food Systems,2022-04-14,48,17,Koneen Säätiö,10.13039/501100005781,Acceptance
10.3389/fsufs.2022.847931,"Milk, Meat, and Fish From the Petri Dish—Which Attributes Would Make Cultured Proteins (Un)attractive and for Whom? Results From a Nordic Survey",https://doi.org/10.3389/fsufs.2022.847931,Frontiers Media SA,Frontiers in Sustainable Food Systems,2022-04-14,48,17,Foundation for Economic Education,10.13039/100007738,Acceptance
10.3390/foods9091152,European Markets for Cultured Meat: A Comparison of Germany and France,https://doi.org/10.3390/foods9091152,MDPI AG,Foods,2020-08-21,46,93,ProVeg International,NA,Acceptance
10.3390/foods9091152,European Markets for Cultured Meat: A Comparison of Germany and France,https://doi.org/10.3390/foods9091152,MDPI AG,Foods,2020-08-21,46,93,Aleph Farms,NA,Acceptance
10.3390/foods9091152,European Markets for Cultured Meat: A Comparison of Germany and France,https://doi.org/10.3390/foods9091152,MDPI AG,Foods,2020-08-21,46,93,Institut National de la Recherche Agronomique,10.13039/501100006488,Acceptance
10.1016/j.jretconser.2022.103225,Are two reasons better than one? How natural and ethical appeals influence consumer preferences for clean meat,https://doi.org/10.1016/j.jretconser.2022.103225,Elsevier BV,Journal of Retailing and Consumer Services,2022-12-07,114,12,Australian Research Council,10.13039/501100000923,Acceptance
10.3390/foods11172695,"Cultured Meat on the Social Network Twitter: Clean, Future and Sustainable Meats",https://doi.org/10.3390/foods11172695,MDPI AG,Foods,2022-09-06,96,22,Internal Grant Agency (IGA) of FEM CULS,NA,Education
10.1007/s10640-023-00780-8,Eliciting Non-hypothetical Willingness-to-pay for Novel Products: An Application to Cultured Meat,https://doi.org/10.1007/s10640-023-00780-8,Springer Science and Business Media LLC,Environmental and Resource Economics,2023-06-15,66,5,Agence Nationale de la Recherche,10.13039/501100001665,Acceptance
10.3390/app12105155,"An Edible, Decellularized Plant Derived Cell Carrier for Lab Grown Meat",https://doi.org/10.3390/app12105155,MDPI AG,Applied Sciences,2022-05-20,40,50,New Harvest,NA,Scaffolding
10.3390/su151511722,Do Consumers Perceive Cultivated Meat as a Sustainable Substitute to Conventional Meat? Assessing the Facilitators and Inhibitors of Cultivated Meat Acceptance,https://doi.org/10.3390/su151511722,MDPI AG,Sustainability,2023-07-31,68,9,Appalachian College Association,NA,Acceptance
10.3389/fsufs.2019.00005,Climate Impacts of Cultured Meat and Beef Cattle,https://doi.org/10.3389/fsufs.2019.00005,Frontiers Media SA,Frontiers in Sustainable Food Systems,2019-02-19,38,255,Wellcome Trust,10.13039/100004440,Performance
10.1016/j.foodhyd.2024.110017,Soy conglycinin amyloid fibril and chitosan complex scaffold for cultivated meat application,https://doi.org/10.1016/j.foodhyd.2024.110017,Elsevier BV,Food Hydrocolloids,2024-03-19,59,9,Key Research and Development Program of Zhejiang Province,10.13039/100022963,Scaffolding
10.1016/j.foodhyd.2024.110017,Soy conglycinin amyloid fibril and chitosan complex scaffold for cultivated meat application,https://doi.org/10.1016/j.foodhyd.2024.110017,Elsevier BV,Food Hydrocolloids,2024-03-19,59,9,National Natural Science Foundation of China,10.13039/501100001809,Scaffolding
10.1016/j.foodhyd.2024.110017,Soy conglycinin amyloid fibril and chitosan complex scaffold for cultivated meat application,https://doi.org/10.1016/j.foodhyd.2024.110017,Elsevier BV,Food Hydrocolloids,2024-03-19,59,9,Zhejiang Province Natural Science Foundation,10.13039/501100004731,Scaffolding
10.1016/j.gene.2023.147979,Comparison of secreted miRNAs and proteins during proliferation and differentiation of bovine satellite cells in culture implies potential roles in regulating myogenesis,https://doi.org/10.1016/j.gene.2023.147979,Elsevier BV,Gene,2023-11-10,60,2,Aarhus Universitet,10.13039/100007605,Cell Differentiation
10.1016/j.gene.2023.147979,Comparison of secreted miRNAs and proteins during proliferation and differentiation of bovine satellite cells in culture implies potential roles in regulating myogenesis,https://doi.org/10.1016/j.gene.2023.147979,Elsevier BV,Gene,2023-11-10,60,2,Good Food Institute,10.13039/100020002,Cell Differentiation
10.1016/j.appet.2019.01.027,Testing potential psychological predictors of attitudes towards cultured meat,https://doi.org/10.1016/j.appet.2019.01.027,Elsevier BV,Appetite,2019-02-04,56,175,Australian Research Council,10.13039/501100000923,Acceptance
10.1371/journal.pone.0295265,Exploring the general public’s and experts’ risk and benefit perceptions of cultured meat in Singapore: A mental models approach,https://doi.org/10.1371/journal.pone.0295265,Public Library of Science (PLoS),PLOS ONE,2023-11-30,47,10,Ministry of Education - Singapore,10.13039/501100001459,Acceptance
10.1038/s41598-022-07785-1,Application of texture analysis methods for the characterization of cultured meat,https://doi.org/10.1038/s41598-022-07785-1,Springer Science and Business Media LLC,Scientific Reports,2022-03-10,25,75,Fomento San Sebastian,NA,Process
10.1038/s41598-022-07785-1,Application of texture analysis methods for the characterization of cultured meat,https://doi.org/10.1038/s41598-022-07785-1,Springer Science and Business Media LLC,Scientific Reports,2022-03-10,25,75,H2020 Fast Track to Innovation,10.13039/100010688,Process
10.3390/foods13111627,"Is Sustainable Consumption a Sufficient Motivator for Consumers to Adopt Meat Alternatives? A Consumer Perspective on Plant-Based, Cell-Culture-Derived, and Insect-Based Alternatives",https://doi.org/10.3390/foods13111627,MDPI AG,Foods,2024-05-23,107,17,European Union,10.13039/501100000780,Acceptance
10.3390/foods13111627,"Is Sustainable Consumption a Sufficient Motivator for Consumers to Adopt Meat Alternatives? A Consumer Perspective on Plant-Based, Cell-Culture-Derived, and Insect-Based Alternatives",https://doi.org/10.3390/foods13111627,MDPI AG,Foods,2024-05-23,107,17,Slovenian Research Agency,10.13039/501100004329,Acceptance
10.1016/j.cofs.2022.100902,Challenges for flavoring fish products from cellular agriculture,https://doi.org/10.1016/j.cofs.2022.100902,Elsevier BV,Current Opinion in Food Science,2022-07-20,21,12,"Virginia Agricultural Experiment Station, Virginia Polytechnic Institute and State University",10.13039/100013141,Process
10.1016/j.cofs.2022.100902,Challenges for flavoring fish products from cellular agriculture,https://doi.org/10.1016/j.cofs.2022.100902,Elsevier BV,Current Opinion in Food Science,2022-07-20,21,12,U.S. Department of Agriculture,10.13039/100000199,Process
10.1016/j.cofs.2022.100902,Challenges for flavoring fish products from cellular agriculture,https://doi.org/10.1016/j.cofs.2022.100902,Elsevier BV,Current Opinion in Food Science,2022-07-20,21,12,National Institute of Food and Agriculture,10.13039/100005825,Process
10.1021/acs.jafc.4c00624,Integrated Omics Approach: Revealing the Mechanism of <i>Auxenochlorella pyrenoidosa</i> Protein Extract Replacing Fetal Bovine Serum for Fish Muscle Cell Culture,https://doi.org/10.1021/acs.jafc.4c00624,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-03-11,68,9,National Key Research and Development Program of China,10.13039/501100012166,Media
10.1021/acs.jafc.4c00624,Integrated Omics Approach: Revealing the Mechanism of <i>Auxenochlorella pyrenoidosa</i> Protein Extract Replacing Fetal Bovine Serum for Fish Muscle Cell Culture,https://doi.org/10.1021/acs.jafc.4c00624,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-03-11,68,9,National Natural Science Foundation of China,10.13039/501100001809,Media
10.1021/acs.jafc.4c00624,Integrated Omics Approach: Revealing the Mechanism of <i>Auxenochlorella pyrenoidosa</i> Protein Extract Replacing Fetal Bovine Serum for Fish Muscle Cell Culture,https://doi.org/10.1021/acs.jafc.4c00624,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-03-11,68,9,Youth Innovation Technology Project of Higher School in Shandong Province,10.13039/100016697,Media
10.3390/s23073748,Mammalian Cell-Growth Monitoring Based on an Impedimetric Sensor and Image Processing within a Microfluidic Platform,https://doi.org/10.3390/s23073748,MDPI AG,Sensors,2023-04-05,49,2,"REALSENSE1: Monitoring of cell culture parameters using sensors for biomass and nutrients/metabolites in media: Lab-on-a-Chip (LOC) approach, Good Food Institute 2018 Competitive Grant Program",NA,Process
10.3390/s23073748,Mammalian Cell-Growth Monitoring Based on an Impedimetric Sensor and Image Processing within a Microfluidic Platform,https://doi.org/10.3390/s23073748,MDPI AG,Sensors,2023-04-05,49,2,"REALSENSE2: From Lab-On-A-Chip to Custom Bioreactor: Scale Up Modeling Study, Good Food Institute 2019 Competitive Grant Program",NA,Process
10.3390/ijerph19094948,Understanding the Interaction between Regulatory Focus and Message Framing in Determining Chinese Consumers’ Attitudes toward Artificial Meat,https://doi.org/10.3390/ijerph19094948,MDPI AG,International Journal of Environmental Research and Public Health,2022-04-20,57,6,the State Key R &amp; D Program of China,NA,Acceptance
10.3390/ijerph19094948,Understanding the Interaction between Regulatory Focus and Message Framing in Determining Chinese Consumers’ Attitudes toward Artificial Meat,https://doi.org/10.3390/ijerph19094948,MDPI AG,International Journal of Environmental Research and Public Health,2022-04-20,57,6,the State Key Program of National Natural Science of China,NA,Acceptance
10.3390/ijms23031180,Amino Acids and IGF1 Regulation of Fish Muscle Growth Revealed by Transcriptome and microRNAome Integrative Analyses of Pacu (Piaractus mesopotamicus) Myotubes,https://doi.org/10.3390/ijms23031180,MDPI AG,International Journal of Molecular Sciences,2022-01-21,123,28,São Paulo Research Foundation,10.13039/501100001807,Cell Differentiation
10.3390/ijms23031180,Amino Acids and IGF1 Regulation of Fish Muscle Growth Revealed by Transcriptome and microRNAome Integrative Analyses of Pacu (Piaractus mesopotamicus) Myotubes,https://doi.org/10.3390/ijms23031180,MDPI AG,International Journal of Molecular Sciences,2022-01-21,123,28,National Council for Scientific and Technological Development,10.13039/501100003593,Cell Differentiation
10.3390/ijms23031180,Amino Acids and IGF1 Regulation of Fish Muscle Growth Revealed by Transcriptome and microRNAome Integrative Analyses of Pacu (Piaractus mesopotamicus) Myotubes,https://doi.org/10.3390/ijms23031180,MDPI AG,International Journal of Molecular Sciences,2022-01-21,123,28,Coordenação de Aperfeicoamento de Pessoal de Nível Superior,10.13039/501100002322,Cell Differentiation
10.1021/acsomega.1c05235,Nanocellulose from <i>Nata de Coco</i> as a Bioscaffold for Cell-Based Meat,https://doi.org/10.1021/acsomega.1c05235,American Chemical Society (ACS),ACS Omega,2021-12-01,40,20,University of New South Wales,10.13039/501100001773,Scaffolding
10.1021/acssuschemeng.3c02972,Cost-Effective Culture Medium for Cell-Based Future Foods,https://doi.org/10.1021/acssuschemeng.3c02972,American Chemical Society (ACS),ACS Sustainable Chemistry &amp; Engineering,2023-09-15,51,7,Korea Drug Development Fund,10.13039/501100004080,Media
10.1021/acssuschemeng.3c02972,Cost-Effective Culture Medium for Cell-Based Future Foods,https://doi.org/10.1021/acssuschemeng.3c02972,American Chemical Society (ACS),ACS Sustainable Chemistry &amp; Engineering,2023-09-15,51,7,Defense Acquisition Program Administration,10.13039/501100003626,Media
10.1021/acssuschemeng.3c02972,Cost-Effective Culture Medium for Cell-Based Future Foods,https://doi.org/10.1021/acssuschemeng.3c02972,American Chemical Society (ACS),ACS Sustainable Chemistry &amp; Engineering,2023-09-15,51,7,National Research Foundation of Korea,10.13039/501100003725,Media
10.1021/acssuschemeng.3c02972,Cost-Effective Culture Medium for Cell-Based Future Foods,https://doi.org/10.1021/acssuschemeng.3c02972,American Chemical Society (ACS),ACS Sustainable Chemistry &amp; Engineering,2023-09-15,51,7,Korea Environmental Industry and Technology Institute,10.13039/501100003654,Media
10.1080/13511610.2024.2352744,Stakeholders’ justifications in innovation: the case of cell-based meat,https://doi.org/10.1080/13511610.2024.2352744,Informa UK Limited,Innovation: The European Journal of Social Science Research,2024-06-11,69,0,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,10.13039/501100002322,Stakeholders
10.1007/s43393-024-00280-w,Recycling spent animal cell culture media using the thermally resistant microalga Chlorella sorokiniana,https://doi.org/10.1007/s43393-024-00280-w,Springer Science and Business Media LLC,Systems Microbiology and Biomanufacturing,2024-06-03,74,2,New Harvest,10.13039/100019411,Media
10.1016/j.foodres.2023.113299,Trypsin-treated chickpea protein hydrolysate enhances the cytoaffinity of microbeads for cultured meat application,https://doi.org/10.1016/j.foodres.2023.113299,Elsevier BV,Food Research International,2023-07-28,30,14,China Scholarship Council,10.13039/501100004543,Scaffolding
10.1016/j.foodres.2023.113299,Trypsin-treated chickpea protein hydrolysate enhances the cytoaffinity of microbeads for cultured meat application,https://doi.org/10.1016/j.foodres.2023.113299,Elsevier BV,Food Research International,2023-07-28,30,14,Ministry of Education - Singapore,10.13039/501100001459,Scaffolding
10.1002/btpr.2941,Mammalian cell cultivation using nutrients extracted from microalgae,https://doi.org/10.1002/btpr.2941,Wiley,Biotechnology Progress,2019-11-22,36,52,Japan Science and Technology Agency,10.13039/501100002241,Media
10.1016/j.ifset.2024.103644,Low-cost protein extracts and hydrolysates from plant-based agro-industrial waste: Inputs of interest for cultured meat,https://doi.org/10.1016/j.ifset.2024.103644,Elsevier BV,Innovative Food Science &amp; Emerging Technologies,2024-03-27,61,5,Universidade Estadual de Campinas Fundo de Apoio ao Ensino à Pesquisa e à Extensão,10.13039/501100006417,Media
10.1016/j.ifset.2024.103644,Low-cost protein extracts and hydrolysates from plant-based agro-industrial waste: Inputs of interest for cultured meat,https://doi.org/10.1016/j.ifset.2024.103644,Elsevier BV,Innovative Food Science &amp; Emerging Technologies,2024-03-27,61,5,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,10.13039/501100002322,Media
10.1016/j.ifset.2024.103644,Low-cost protein extracts and hydrolysates from plant-based agro-industrial waste: Inputs of interest for cultured meat,https://doi.org/10.1016/j.ifset.2024.103644,Elsevier BV,Innovative Food Science &amp; Emerging Technologies,2024-03-27,61,5,Conselho Nacional de Desenvolvimento Científico e Tecnológico,10.13039/501100003593,Media
10.1016/j.ifset.2024.103644,Low-cost protein extracts and hydrolysates from plant-based agro-industrial waste: Inputs of interest for cultured meat,https://doi.org/10.1016/j.ifset.2024.103644,Elsevier BV,Innovative Food Science &amp; Emerging Technologies,2024-03-27,61,5,Fundação de Amparo à Pesquisa do Estado de São Paulo,10.13039/501100001807,Media
10.1186/s13568-022-01397-8,Physical optimization of cell proliferation and differentiation using spinner flask and microcarriers,https://doi.org/10.1186/s13568-022-01397-8,Springer Science and Business Media LLC,AMB Express,2022-05-31,52,6,Beijing Postdoctoral Research Foundation,10.13039/501100005024,Process
10.3390/agriculture12050671,Assuring Food Security: Consumers’ Ethical Risk Perception of Meat Substitutes,https://doi.org/10.3390/agriculture12050671,MDPI AG,Agriculture,2022-05-08,107,6,China Agriculture Research System for Marine Fish Culture Industry,NA,Acceptance
10.3390/agriculture12050671,Assuring Food Security: Consumers’ Ethical Risk Perception of Meat Substitutes,https://doi.org/10.3390/agriculture12050671,MDPI AG,Agriculture,2022-05-08,107,6,Major Project Sponsored by the National Social Science Fund of China,NA,Acceptance
10.3390/agriculture12050671,Assuring Food Security: Consumers’ Ethical Risk Perception of Meat Substitutes,https://doi.org/10.3390/agriculture12050671,MDPI AG,Agriculture,2022-05-08,107,6,Humanities and Social Studies Program of China Education Ministry,NA,Acceptance
10.1002/aic.16235,Challenges of cultivated meat production and applications of genome‐scale metabolic modeling,https://doi.org/10.1002/aic.16235,Wiley,AIChE Journal,2020-04-12,88,7,Biological and Environmental Research in the DOE Office of Science,NA,Process
10.1016/j.foodres.2023.112606,N-acetylcysteine promotes the proliferation of porcine adipose-derived stem cells during in vitro long-term expansion for cultured meat production,https://doi.org/10.1016/j.foodres.2023.112606,Elsevier BV,Food Research International,2023-02-16,31,5,National Natural Science Foundation of China,10.13039/501100001809,Cell Sources
10.3390/foods11223740,Revisiting Protein Quality Assessment to Include Alternative Proteins,https://doi.org/10.3390/foods11223740,MDPI AG,Foods,2022-11-22,19,10,The Hebrew University—France,NA,Safety
10.1016/j.fbio.2024.104343,Effect of gelatin concentration and freezing temperature on porous scaffolds for cultured meat,https://doi.org/10.1016/j.fbio.2024.104343,Elsevier BV,Food Bioscience,2024-05-15,38,3,Fundamental Research Funds for the Central Universities,10.13039/501100012226,Scaffolding
10.1016/j.foodres.2023.112750,Pumpkin seed proteins rival animal gelatin in increasing the cytoaffinity of edible microbeads for cell-based meat culture,https://doi.org/10.1016/j.foodres.2023.112750,Elsevier BV,Food Research International,2023-03-22,33,15,China Scholarship Council,10.13039/501100004543,Scaffolding
10.1016/j.foodres.2023.112750,Pumpkin seed proteins rival animal gelatin in increasing the cytoaffinity of edible microbeads for cell-based meat culture,https://doi.org/10.1016/j.foodres.2023.112750,Elsevier BV,Food Research International,2023-03-22,33,15,Ministry of Education - Singapore,10.13039/501100001459,Scaffolding
10.1016/j.foodqual.2021.104446,Positive emotions explain increased intention to consume five types of alternative proteins,https://doi.org/10.1016/j.foodqual.2021.104446,Elsevier BV,Food Quality and Preference,2021-10-27,86,52,"Ministerie van Landbouw, Natuur en Voedselkwaliteit",10.13039/501100013890,Acceptance
