doi,value
10.22434/IFAMR2022.0017,Process and Bioreactors
10.1016/j.devcel.2021.11.022,Process and Bioreactors
10.1089/space.2019.0018,Process and Bioreactors
10.1016/j.ces.2019.115269,Process and Bioreactors
10.1016/j.bej.2020.107864,Process and Bioreactors
10.1002/btpr.3402,Process and Bioreactors
10.3390/cells13020135,Process and Bioreactors
10.1007/s11626-024-00971-7,Process and Bioreactors
10.7554/eLife.82120,Process and Bioreactors
10.1021/acsami.2c10620,Process and Bioreactors
10.3390/bioengineering11080854,Process and Bioreactors
10.1111/faf.12541,Process and Bioreactors
10.3390/su141912501,Process and Bioreactors
10.1159/000511764,Process and Bioreactors
10.1016/j.foodres.2022.111818,Process and Bioreactors
10.1016/j.foodhyd.2022.107632,Process and Bioreactors
10.1007/s12015-023-10535-z,Process and Bioreactors
10.3390/foods12142682,Process and Bioreactors
10.3390/su13158235,Process and Bioreactors
10.1021/acsbiomaterials.3c00358,Process and Bioreactors
10.1038/s41538-021-00090-7,Process and Bioreactors
10.1016/j.biomaterials.2022.121669,Process and Bioreactors
10.3390/foods12142645,Process and Bioreactors
10.1038/s41538-021-00121-3,Process and Bioreactors
10.1016/j.foodchem.2024.140696,Process and Bioreactors
10.1038/s41598-024-59767-0,Process and Bioreactors
10.1016/j.scitotenv.2022.158051,Process and Bioreactors
10.1038/s41538-022-00155-1,Process and Bioreactors
10.1007/s11367-015-0931-6,Process and Bioreactors
10.3390/jfb14040218,Process and Bioreactors
10.1177/2514848620963125,Process and Bioreactors
10.5851/kosfa.2024.e27,Process and Bioreactors
10.1016/j.crfs.2023.100545,Process and Bioreactors
10.5851/kosfa.2024.e72,Process and Bioreactors
10.3390/bioengineering9050187,Process and Bioreactors
10.1002/bit.27848,Process and Bioreactors
10.1016/j.foodres.2023.113794,Process and Bioreactors
10.1016/j.jafr.2022.100358,Process and Bioreactors
10.1016/j.biomaterials.2022.121543,Process and Bioreactors
10.1002/bit.27469,Process and Bioreactors
10.3390/foods9020185,Process and Bioreactors
10.1038/s41467-023-44001-8,Process and Bioreactors
10.3390/foods11193037,Process and Bioreactors
10.1016/j.fbio.2022.101766,Process and Bioreactors
10.1038/s41538-019-0054-8,Process and Bioreactors
10.3390/biom12060838,Process and Bioreactors
10.3389/fsufs.2024.1341151,Process and Bioreactors
10.1021/acs.jafc.3c06919,Process and Bioreactors
10.1016/j.jfca.2024.106663,Public Distrust
10.3389/fsufs.2023.1127164,Public Distrust
10.1016/j.livsci.2021.104705,Public Distrust
10.1016/j.MEATsci.2019.04.004,Public Distrust
10.3389/fsufs.2023.1160458,Public Distrust
10.3390/su13137430,Public Distrust
10.1038/s41538-019-0041-0,Public Distrust
10.1016/j.appet.2022.106392,Public Distrust
10.1016/j.foodpol.2020.101931,Public Distrust
10.1007/s10806-017-9654-y,Public Distrust
10.1016/j.foodres.2023.113617,Public Distrust
10.1371/journal.pone.0290169,Public Distrust
10.3390/foods13040563,Public Distrust
10.1038/s41538-022-00172-0,Public Distrust
10.1007/s10806-019-09759-2,Public Distrust
10.1016/j.fbio.2023.102910,Public Distrust
10.3390/foods10112588,Public Distrust
10.1016/j.foodres.2023.113757,Public Distrust
10.1016/j.foodqual.2021.104226,Public Distrust
10.1016/j.appet.2019.05.019,Public Distrust
10.1080/13669877.2020.1871057,Public Distrust
10.1016/S2095-3119(14)60886-8,Public Distrust
10.3390/nu11081904,Public Distrust
10.1038/s41538-024-00262-1,Public Distrust
10.1016/j.foodhyd.2024.109944,Public Distrust
10.1016/j.livsci.2022.104909,Public Distrust
10.1016/j.appet.2022.105990,Public Distrust
10.1016/j.biomaterials.2022.121649,Public Distrust
10.3390/conservation3020021,Public Distrust
10.1016/j.meatsci.2019.04.004,Public Distrust
10.3389/fnut.2020.00148,Public Distrust
10.1002/cite.202200151,Public Distrust
10.1016/j.biomaterials.2021.121155,Public Distrust
10.1371/journal.pone.0221129,Public Distrust
10.1016/j.appet.2020.104860,Public Distrust
10.3390/foods13091358,Public Distrust
10.1016/j.eist.2024.100871,Public Distrust
10.3389/fsufs.2023.1104731,Public Distrust
10.3389/fsufs.2023.1134100,Public Distrust
10.22434/IFAMR2022.0017,Public Distrust
10.3390/foods12142645,Public Distrust
10.3389/fnut.2023.1196475,Public Distrust
10.1016/j.ces.2019.115269,Public Distrust
10.1016/j.bej.2020.107864,Public Distrust
10.3389/fsufs.2022.1056615,Public Distrust
10.1007/s10806-015-9573-8,Public Distrust
10.3390/cells13020135,Public Distrust
10.1007/s11626-024-00971-7,Public Distrust
10.3389/fnut.2023.1197111,Public Distrust
10.1016/j.fufo.2024.100297,Public Distrust
10.1016/j.appet.2024.107240,Public Distrust
10.1016/j.appet.2024.107297,Public Distrust
10.1108/BFJ-09-2021-0987,Public Distrust
10.1016/j.foodqual.2024.105208,Public Distrust
10.1016/j.appet.2017.03.009,Public Distrust
10.1016/j.jfoodeng.2024.112259,Public Distrust
10.1016/j.foodpol.2022.102307,Public Distrust
10.3390/nu15214649,Public Distrust
10.1186/s40100-023-00278-3,Public Distrust
10.1111/faf.12541,Public Distrust
10.3390/su141912501,Public Distrust
10.3389/fsufs.2023.1302511,Public Distrust
10.1002/fft2.165,Public Distrust
10.1016/j.foodhyd.2024.110369,Public Distrust
10.1007/s11569-018-0330-0,Public Distrust
10.1016/j.foodqual.2024.105102,Public Distrust
10.1371/journal.pone.0251432,Public Distrust
10.1108/BFJ-01-2018-0025,Public Distrust
10.1177/09717218221075158,Public Distrust
10.3389/fnut.2019.00103,Public Distrust
10.3390/su13158235,Public Distrust
10.3389/fcell.2023.1193634,Public Distrust
10.3390/nu13041284,Public Distrust
10.1016/j.MEATsci.2022.108964,Public Distrust
10.1038/s41538-021-00090-7,Public Distrust
10.3390/nu15132935,Public Distrust
10.1080/22041451.2024.2324405,Public Distrust
10.1016/j.foodchem.2024.140696,Public Distrust
10.1016/j.foodres.2022.111952,Public Distrust
10.3389/fsufs.2019.00128,Public Distrust
10.1016/j.foodcont.2021.108336,Public Distrust
10.1080/01292986.2024.2342827,Public Distrust
10.1177/2514848620963125,Public Distrust
10.3390/foods10112537,Public Distrust
10.3389/fsufs.2019.00011,Public Distrust
10.1016/j.foodqual.2023.105032,Public Distrust
10.1111/ajsp.12609,Public Distrust
10.3389/fsufs.2021.594650,Public Distrust
10.3390/su14126956,Public Distrust
10.3389/fnut.2024.1401715,Public Distrust
10.1016/j.heliyon.2024.e38006,Public Distrust
10.1080/00036846.2024.2408035,Public Distrust
10.1177/14614448221122211,Public Distrust
10.1111/japp.12056,Public Distrust
10.3390/su15129253,Public Distrust
10.1111/1750-3841.15351,Public Distrust
10.1016/j.MEATsci.2022.108776,Public Distrust
10.1016/j.foodqual.2023.105060,Public Distrust
10.1007/s12571-023-01390-4,Public Distrust
10.1007/s10943-017-0403-3,Public Distrust
10.1016/j.jafr.2022.100358,Public Distrust
10.1016/j.foodqual.2022.104573,Public Distrust
10.1007/s11569-017-0282-9,Public Distrust
10.1038/s41598-024-68247-4,Public Distrust
10.1007/s11356-022-23597-2,Public Distrust
10.3934/agrfood.2024021,Public Distrust
10.3389/fsufs.2019.00069,Public Distrust
10.1016/j.appet.2016.10.002,Public Distrust
10.3390/foods11193037,Public Distrust
10.1016/j.MEATsci.2022.109081,Public Distrust
10.3390/su15054009,Public Distrust
10.1038/s41538-024-00257-y,Public Distrust
10.1016/j.ecolecon.2021.107329,Public Distrust
10.1016/j.biomaterials.2021.121107,Public Distrust
10.1108/BFJ-02-2020-0092,Public Distrust
10.1016/j.MEATsci.2023.109191,Public Distrust
10.1016/j.foodpol.2022.102376,Public Distrust
10.1177/2514848619827009,Public Distrust
10.1177/09632719231196535,Public Distrust
10.1016/j.jfca.2024.106663,Public Health
10.1002/bit.28324,Public Health
10.1016/j.ifset.2024.103734,Public Health
10.3389/fsufs.2023.1127164,Public Health
10.1016/j.livsci.2021.104705,Public Health
10.1016/j.MEATsci.2019.04.004,Public Health
10.3389/fsufs.2023.1160458,Public Health
10.1353/con.2013.0013,Public Health
10.1038/s41538-019-0041-0,Public Health
10.1016/j.biomaterials.2022.121615,Public Health
10.1016/j.techsoc.2022.102116,Public Health
10.1016/j.appet.2022.106392,Public Health
10.1016/j.foodpol.2020.101931,Public Health
10.1038/s41598-018-28746-7,Public Health
10.1371/journal.pone.0290169,Public Health
10.1016/j.fbio.2022.101571,Public Health
10.3390/cells13010041,Public Health
10.3390/foods13040563,Public Health
10.1038/s41538-022-00172-0,Public Health
10.1038/s41538-022-00157-z,Public Health
10.5851/kosfa.2022.e61,Public Health
10.3390/cells10092499,Public Health
10.1007/s10806-019-09759-2,Public Health
10.5851/kosfa.2024.e46,Public Health
10.1016/j.fbio.2023.102910,Public Health
10.3390/foods10112588,Public Health
10.1016/j.foodres.2023.113757,Public Health
10.1016/j.foodqual.2021.104226,Public Health
10.1016/S2095-3119(14)60886-8,Public Health
10.1021/acsabm.3c00944,Public Health
10.3390/nu11081904,Public Health
10.1038/s41538-024-00262-1,Public Health
10.3390/bios14010024,Public Health
10.1016/j.foodhyd.2024.109944,Public Health
10.1016/j.livsci.2022.104909,Public Health
10.1016/j.carbpol.2023.121287,Public Health
10.1016/j.appet.2022.105990,Public Health
10.1016/j.biomaterials.2022.121649,Public Health
10.1080/09505431.2018.1544232,Public Health
10.3390/conservation3020021,Public Health
10.1016/j.meatsci.2019.04.004,Public Health
10.3389/fnut.2020.00148,Public Health
10.1002/cite.202200151,Public Health
10.1016/j.biomaterials.2021.121155,Public Health
10.1371/journal.pone.0221129,Public Health
10.1016/j.appet.2020.104860,Public Health
10.1016/j.crfs.2024.100841,Public Health
10.3390/foods13091358,Public Health
10.1016/j.crbiot.2024.100241,Public Health
10.3389/fsufs.2023.1104731,Public Health
10.3389/fsufs.2023.1134100,Public Health
10.22434/IFAMR2022.0017,Public Health
10.3390/foods12142645,Public Health
10.1089/space.2019.0018,Public Health
10.3390/su12114377,Public Health
10.3389/fnut.2023.1196475,Public Health
10.3389/fsufs.2022.1056615,Public Health
10.3390/foods12071384,Public Health
10.1007/s10806-015-9573-8,Public Health
10.3390/gels8020094,Public Health
10.3390/cells13020135,Public Health
10.1007/s11626-024-00971-7,Public Health
10.1016/j.foodres.2024.113965,Public Health
10.3389/fnut.2023.1197111,Public Health
10.1016/j.fufo.2024.100297,Public Health
10.1021/acsami.2c10620,Public Health
10.1016/j.appet.2024.107240,Public Health
10.3828/extr.2022.11,Public Health
10.1016/j.fufo.2024.100443,Public Health
10.1108/BFJ-09-2021-0987,Public Health
10.1016/j.foodqual.2024.105208,Public Health
10.1016/j.appet.2017.03.009,Public Health
10.1080/08941920.2017.1304599,Public Health
10.1016/j.jfoodeng.2024.112259,Public Health
10.1016/j.foodpol.2022.102307,Public Health
10.1016/j.scitotenv.2023.164988,Public Health
10.3390/nu15214649,Public Health
10.1038/s42003-022-03423-8,Public Health
10.1186/s40100-023-00278-3,Public Health
10.3390/bioengineering11080854,Public Health
10.1111/faf.12541,Public Health
10.3390/su141912501,Public Health
10.1155/2024/1027972,Public Health
10.1159/000511764,Public Health
10.1016/j.foodres.2022.111561,Public Health
10.1016/j.foodres.2022.111818,Public Health
10.3389/fsufs.2023.1302511,Public Health
10.1039/d1fo04340d,Public Health
10.1002/fft2.165,Public Health
10.1016/j.foodhyd.2024.110369,Public Health
10.1002/adsu.202300499,Public Health
10.1007/s11569-018-0330-0,Public Health
10.1016/j.foodqual.2024.105102,Public Health
10.1177/0963662516639001,Public Health
10.1016/j.foodhyd.2022.107632,Public Health
10.3390/foods12142682,Public Health
10.1371/journal.pone.0251432,Public Health
10.3389/fsufs.2024.1294390,Public Health
10.1108/BFJ-01-2018-0025,Public Health
10.1177/09717218221075158,Public Health
10.3389/fnut.2019.00103,Public Health
10.3390/su13158235,Public Health
10.3389/fcell.2023.1193634,Public Health
10.3390/nu13041284,Public Health
10.1016/j.MEATsci.2022.108964,Public Health
10.1038/s41538-021-00090-7,Public Health
10.3390/nu15132935,Public Health
10.1016/j.biomaterials.2022.121669,Public Health
10.1080/22041451.2024.2324405,Public Health
10.1038/s41538-021-00121-3,Public Health
10.1016/j.foodchem.2024.140696,Public Health
10.1016/j.foodres.2022.111952,Public Health
10.3389/fsufs.2019.00128,Public Health
10.1016/j.foodcont.2021.108336,Public Health
10.1016/j.scitotenv.2022.158051,Public Health
10.1038/s41538-022-00155-1,Public Health
10.1080/01292986.2024.2342827,Public Health
10.1007/s11367-015-0931-6,Public Health
10.1016/j.fbio.2024.103819,Public Health
10.3390/jfb14040218,Public Health
10.1177/2514848620963125,Public Health
10.3390/foods10112537,Public Health
10.3389/fsufs.2019.00011,Public Health
10.1016/j.foodqual.2023.105032,Public Health
10.3389/fbioe.2022.895289,Public Health
10.1111/ajsp.12609,Public Health
10.1016/j.ijbiomac.2024.134242,Public Health
10.1016/j.foodhyd.2024.110156,Public Health
10.1016/j.biomaterials.2021.121267,Public Health
10.3389/fsufs.2021.594650,Public Health
10.1016/j.biomaterials.2022.121602,Public Health
10.3390/su14126956,Public Health
10.3389/fnut.2024.1401715,Public Health
10.1016/j.heliyon.2024.e38006,Public Health
10.1016/j.crfs.2023.100545,Public Health
10.1080/00036846.2024.2408035,Public Health
10.1177/14614448221122211,Public Health
10.5851/kosfa.2024.e72,Public Health
10.1016/j.jfutfo.2021.09.005,Public Health
10.1111/japp.12056,Public Health
10.1057/s41599-022-01316-z,Public Health
10.1016/j.jfoodeng.2023.111627,Public Health
10.1002/cyto.a.24737,Public Health
10.1002/bit.27848,Public Health
10.3390/su15129253,Public Health
10.1016/j.biomaterials.2022.121487,Public Health
10.3390/foods11213364,Public Health
10.1016/j.foodres.2023.113794,Public Health
10.1016/j.MEATsci.2022.108776,Public Health
10.1016/j.foodqual.2023.105060,Public Health
10.1007/s12571-023-01390-4,Public Health
10.1007/s10943-017-0403-3,Public Health
10.1016/j.jafr.2022.100358,Public Health
10.1016/j.foodres.2024.114425,Public Health
10.1016/j.foodqual.2022.104573,Public Health
10.1007/s11569-017-0282-9,Public Health
10.1038/s41598-024-68247-4,Public Health
10.1007/s11356-022-23597-2,Public Health
10.3934/agrfood.2024021,Public Health
10.1016/j.biomaterials.2022.121543,Public Health
10.1016/j.fbio.2023.102923,Public Health
10.1016/j.isci.2022.105054,Public Health
10.1038/s41467-021-25236-9,Public Health
10.1002/bit.27469,Public Health
10.3390/foods9020185,Public Health
10.1038/s41467-023-44001-8,Public Health
10.3390/foods11193037,Public Health
10.1016/j.biomaterials.2022.121659,Public Health
10.3390/su152316164,Public Health
10.1016/j.matdes.2024.112992,Public Health
10.1016/j.MEATsci.2022.109081,Public Health
10.3390/su15054009,Public Health
10.1038/s41538-024-00257-y,Public Health
10.1016/j.ecolecon.2021.107329,Public Health
10.1016/j.biomaterials.2021.121107,Public Health
10.1108/BFJ-02-2020-0092,Public Health
10.1016/j.fbio.2022.101766,Public Health
10.1016/j.foodhyd.2024.110412,Public Health
10.1016/j.MEATsci.2023.109191,Public Health
10.1016/j.foodpol.2022.102376,Public Health
10.3390/biom12060838,Public Health
10.1177/2514848619827009,Public Health
10.3389/fsufs.2024.1341151,Public Health
10.1080/09505431.2016.1171836,Public Health
10.3389/fsufs.2023.1127164,Regulations
10.3389/fsufs.2023.1160458,Regulations
10.1016/j.xpro.2023.102351,Regulations
10.1016/j.foodpol.2020.101931,Regulations
10.1038/s41538-022-00172-0,Regulations
10.1016/j.foodqual.2021.104226,Regulations
10.1016/j.livsci.2022.104909,Regulations
10.1080/09505431.2018.1544232,Regulations
10.3390/conservation3020021,Regulations
10.1002/cite.202200151,Regulations
10.1016/j.biomaterials.2021.121155,Regulations
10.3390/foods13091358,Regulations
10.3389/fsufs.2023.1134100,Regulations
10.22434/IFAMR2022.0017,Regulations
10.3390/foods12142645,Regulations
10.1016/j.ces.2019.115269,Regulations
10.1007/s11626-024-00971-7,Regulations
10.3389/fnut.2023.1197111,Regulations
10.1111/faf.12541,Regulations
10.3390/su141912501,Regulations
10.3389/fsufs.2023.1302511,Regulations
10.1039/d1fo04340d,Regulations
10.1016/j.foodqual.2024.105102,Regulations
10.1080/22041451.2024.2324405,Regulations
10.3389/fsufs.2019.00128,Regulations
10.1016/j.foodcont.2021.108336,Regulations
10.1016/j.scitotenv.2022.158051,Regulations
10.1038/s41538-022-00155-1,Regulations
10.1177/2514848620963125,Regulations
10.3389/fsufs.2019.00011,Regulations
10.3389/fbioe.2022.895289,Regulations
10.1111/ajsp.12609,Regulations
10.1016/j.heliyon.2024.e38006,Regulations
10.3390/su15129253,Regulations
10.1111/1750-3841.15351,Regulations
10.1016/j.foodpol.2022.102376,Regulations
10.3389/fsufs.2023.1127164,Religious beliefs
10.3390/su13137430,Religious beliefs
10.1038/s41538-019-0041-0,Religious beliefs
10.3389/fnut.2023.1196475,Religious beliefs
10.1016/j.appet.2024.107240,Religious beliefs
10.1002/fft2.165,Religious beliefs
10.1016/j.foodqual.2024.105102,Religious beliefs
10.1016/j.MEATsci.2022.108964,Religious beliefs
10.3390/nu15132935,Religious beliefs
10.3389/fsufs.2019.00128,Religious beliefs
10.1080/01292986.2024.2342827,Religious beliefs
10.3389/fsufs.2021.594650,Religious beliefs
10.3390/su14126956,Religious beliefs
10.1007/s10943-017-0403-3,Religious beliefs
10.1016/j.jfca.2024.106663,Safety Concerns
10.1016/j.livsci.2021.104705,Safety Concerns
10.3390/su13137430,Safety Concerns
10.1038/s41538-019-0041-0,Safety Concerns
10.1007/s10806-017-9654-y,Safety Concerns
10.1016/j.foodres.2023.113617,Safety Concerns
10.1371/journal.pone.0290169,Safety Concerns
10.1016/j.fbio.2023.102910,Safety Concerns
10.1016/S2095-3119(14)60886-8,Safety Concerns
10.1016/j.foodhyd.2024.109944,Safety Concerns
10.1016/j.livsci.2022.104909,Safety Concerns
10.3390/conservation3020021,Safety Concerns
10.3389/fsufs.2023.1127164,Safety Concerns
10.1016/j.meatsci.2019.04.004,Safety Concerns
10.3389/fnut.2020.00148,Safety Concerns
10.22434/IFAMR2022.0017,Safety Concerns
10.3390/foods12142645,Safety Concerns
10.3389/fnut.2023.1196475,Safety Concerns
10.3389/fnut.2023.1197111,Safety Concerns
10.1016/j.fufo.2024.100297,Safety Concerns
10.1016/j.appet.2024.107240,Safety Concerns
10.1108/BFJ-09-2021-0987,Safety Concerns
10.1016/j.foodqual.2024.105208,Safety Concerns
10.3390/nu15214649,Safety Concerns
10.3390/su141912501,Safety Concerns
10.3389/fsufs.2023.1302511,Safety Concerns
10.1002/fft2.165,Safety Concerns
10.1016/j.foodqual.2024.105102,Safety Concerns
10.1371/journal.pone.0251432,Safety Concerns
10.3389/fnut.2019.00103,Safety Concerns
10.3390/su13158235,Safety Concerns
10.3390/nu15132935,Safety Concerns
10.3389/fsufs.2019.00128,Safety Concerns
10.3389/fsufs.2019.00011,Safety Concerns
10.1016/j.foodqual.2023.105032,Safety Concerns
10.1016/j.heliyon.2024.e38006,Safety Concerns
10.1080/00036846.2024.2408035,Safety Concerns
10.3390/su15129253,Safety Concerns
10.1016/j.MEATsci.2022.108776,Safety Concerns
10.1016/j.foodqual.2022.104573,Safety Concerns
10.1007/s11356-022-23597-2,Safety Concerns
10.3934/agrfood.2024021,Safety Concerns
10.1016/j.MEATsci.2023.109191,Safety Concerns
10.1016/j.foodpol.2022.102376,Safety Concerns
10.1016/j.ifset.2024.103734,Scaffolds
10.1016/j.biomaterials.2022.121615,Scaffolds
10.3389/fbioe.2023.1116917,Scaffolds
10.1021/acs.jafc.2c09059,Scaffolds
10.3390/cells13010041,Scaffolds
10.5851/kosfa.2024.e46,Scaffolds
10.1016/j.fbio.2023.102910,Scaffolds
10.1016/j.foodres.2023.113757,Scaffolds
10.1021/acsabm.3c00944,Scaffolds
10.1038/s41538-024-00262-1,Scaffolds
10.1016/j.foodhyd.2024.109944,Scaffolds
10.1016/j.carbpol.2023.121287,Scaffolds
10.1016/j.cej.2023.147467,Scaffolds
10.3390/conservation3020021,Scaffolds
10.1021/acsami.4c03585,Scaffolds
10.1038/s41467-023-44359-9,Scaffolds
10.3390/foods13091358,Scaffolds
10.3389/fsufs.2023.1104731,Scaffolds
10.1016/j.devcel.2021.11.022,Scaffolds
10.3390/foods12142645,Scaffolds
10.1016/j.ces.2019.115269,Scaffolds
10.3389/fsufs.2022.1056615,Scaffolds
10.1021/acsbiomaterials.2c01521,Scaffolds
10.3390/gels8020094,Scaffolds
10.1007/s11626-024-00971-7,Scaffolds
10.7554/eLife.82120,Scaffolds
10.1021/acsami.2c10620,Scaffolds
10.1016/j.scitotenv.2023.164988,Scaffolds
10.3390/bioengineering11080854,Scaffolds
10.1111/faf.12541,Scaffolds
10.1159/000511764,Scaffolds
10.1016/j.foodres.2022.111561,Scaffolds
10.1016/j.foodres.2022.111818,Scaffolds
10.1016/j.foodhyd.2024.110369,Scaffolds
10.1002/adsu.202300499,Scaffolds
10.1016/j.foodhyd.2022.107632,Scaffolds
10.3390/foods12142682,Scaffolds
10.1016/j.foodhyd.2017.05.036,Scaffolds
10.1038/s41467-024-49521-5,Scaffolds
10.1038/s41538-021-00090-7,Scaffolds
10.1016/j.biomaterials.2022.121669,Scaffolds
10.1016/j.foodhyd.2024.109762,Scaffolds
10.1016/j.foodres.2022.111952,Scaffolds
10.1038/s41538-022-00155-1,Scaffolds
10.1016/j.fbio.2024.103819,Scaffolds
10.3390/jfb14040218,Scaffolds
10.1177/2514848620963125,Scaffolds
10.1021/acs.jafc.3c09713,Scaffolds
10.1021/acsami.2c21702,Scaffolds
10.5851/kosfa.2024.e27,Scaffolds
10.1016/j.ijbiomac.2024.134242,Scaffolds
10.1016/j.foodhyd.2024.110156,Scaffolds
10.1016/j.biomaterials.2021.121267,Scaffolds
10.1007/s11947-024-03552-4,Scaffolds
10.1016/j.biomaterials.2022.121602,Scaffolds
10.1016/j.heliyon.2024.e38006,Scaffolds
10.5851/kosfa.2024.e72,Scaffolds
10.1016/j.jfutfo.2021.09.005,Scaffolds
10.1016/j.jfoodeng.2023.111627,Scaffolds
10.1016/j.biomaterials.2022.121487,Scaffolds
10.1016/j.biomaterials.2022.121543,Scaffolds
10.1002/jbm.a.37241,Scaffolds
10.1002/bit.27469,Scaffolds
10.3390/foods9020185,Scaffolds
10.1038/s41467-023-44001-8,Scaffolds
10.1016/j.biomaterials.2022.121659,Scaffolds
10.1002/adma.202207397,Scaffolds
10.1038/s41538-024-00257-y,Scaffolds
10.1016/j.biomaterials.2021.121107,Scaffolds
10.1021/acsbiomaterials.3c01625,Scaffolds
10.1016/j.bbrc.2023.10.018,Scaffolds
10.1016/j.foodhyd.2024.110412,Scaffolds
10.1038/s41538-019-0054-8,Scaffolds
10.3390/biom12060838,Scaffolds
10.3389/fsufs.2024.1341151,Scaffolds
10.1016/j.MEATsci.2019.04.004,The way it is Framed
10.1038/s41538-019-0041-0,The way it is Framed
10.1016/j.foodpol.2020.101931,The way it is Framed
10.1038/s41538-022-00172-0,The way it is Framed
10.1016/j.foodqual.2021.104226,The way it is Framed
10.1016/j.livsci.2022.104909,The way it is Framed
10.3390/conservation3020021,The way it is Framed
10.3389/fsufs.2023.1127164,The way it is Framed
10.1016/j.livsci.2021.104705,The way it is Framed
10.1371/journal.pone.0221129,The way it is Framed
10.1016/j.appet.2020.104860,The way it is Framed
10.3390/cells13020135,The way it is Framed
10.3389/fnut.2023.1197111,The way it is Framed
10.1016/j.fufo.2024.100297,The way it is Framed
10.1016/j.appet.2024.107240,The way it is Framed
10.1108/BFJ-09-2021-0987,The way it is Framed
10.1016/j.foodpol.2022.102307,The way it is Framed
10.3389/fsufs.2023.1302511,The way it is Framed
10.1371/journal.pone.0251432,The way it is Framed
10.3389/fnut.2019.00103,The way it is Framed
10.3390/su13158235,The way it is Framed
10.3390/nu13041284,The way it is Framed
10.1016/j.MEATsci.2022.108964,The way it is Framed
10.3390/nu15132935,The way it is Framed
10.1080/22041451.2024.2324405,The way it is Framed
10.3390/foods12142645,The way it is Framed
10.1080/01292986.2024.2342827,The way it is Framed
10.1111/ajsp.12609,The way it is Framed
10.3389/fsufs.2021.594650,The way it is Framed
10.1080/00036846.2024.2408035,The way it is Framed
10.1177/14614448221122211,The way it is Framed
10.1111/1750-3841.15351,The way it is Framed
10.1007/s11356-022-23597-2,The way it is Framed
10.1016/j.appet.2016.10.002,The way it is Framed
10.1016/j.MEATsci.2022.109081,The way it is Framed
10.1016/j.livsci.2021.104705,Unnatural perceptions
10.1016/j.MEATsci.2019.04.004,Unnatural perceptions
10.3390/su13137430,Unnatural perceptions
10.1016/j.foodpol.2020.101931,Unnatural perceptions
10.1007/s10806-017-9654-y,Unnatural perceptions
10.1038/s41538-022-00172-0,Unnatural perceptions
10.1007/s10806-019-09759-2,Unnatural perceptions
10.1016/j.foodqual.2021.104226,Unnatural perceptions
10.1016/j.appet.2019.05.019,Unnatural perceptions
10.1016/S2095-3119(14)60886-8,Unnatural perceptions
10.1016/j.livsci.2022.104909,Unnatural perceptions
10.3389/fsufs.2023.1127164,Unnatural perceptions
10.1016/j.meatsci.2019.04.004,Unnatural perceptions
10.3389/fnut.2020.00148,Unnatural perceptions
10.1371/journal.pone.0221129,Unnatural perceptions
10.1016/j.appet.2020.104860,Unnatural perceptions
10.3389/fsufs.2023.1134100,Unnatural perceptions
10.3389/fnut.2023.1196475,Unnatural perceptions
10.3389/fsufs.2022.1056615,Unnatural perceptions
10.1007/s10806-015-9573-8,Unnatural perceptions
10.3389/fnut.2023.1197111,Unnatural perceptions
10.1016/j.fufo.2024.100297,Unnatural perceptions
10.1016/j.appet.2024.107240,Unnatural perceptions
10.1016/j.appet.2024.107297,Unnatural perceptions
10.1108/BFJ-09-2021-0987,Unnatural perceptions
10.1016/j.foodqual.2024.105208,Unnatural perceptions
10.3390/nu15214649,Unnatural perceptions
10.1186/s40100-023-00278-3,Unnatural perceptions
10.1111/faf.12541,Unnatural perceptions
10.3390/su141912501,Unnatural perceptions
10.3389/fsufs.2023.1302511,Unnatural perceptions
10.1007/s11569-018-0330-0,Unnatural perceptions
10.1016/j.foodqual.2024.105102,Unnatural perceptions
10.1371/journal.pone.0251432,Unnatural perceptions
10.1108/BFJ-01-2018-0025,Unnatural perceptions
10.1177/09717218221075158,Unnatural perceptions
10.3389/fnut.2019.00103,Unnatural perceptions
10.3390/su13158235,Unnatural perceptions
10.3390/nu13041284,Unnatural perceptions
10.1016/j.MEATsci.2022.108964,Unnatural perceptions
10.3390/nu15132935,Unnatural perceptions
10.1080/22041451.2024.2324405,Unnatural perceptions
10.3390/foods12142645,Unnatural perceptions
10.3389/fsufs.2019.00011,Unnatural perceptions
10.1111/ajsp.12609,Unnatural perceptions
10.3390/su14126956,Unnatural perceptions
10.3390/su15129253,Unnatural perceptions
10.1016/j.MEATsci.2022.108776,Unnatural perceptions
10.1016/j.foodqual.2023.105060,Unnatural perceptions
10.1007/s12571-023-01390-4,Unnatural perceptions
10.1007/s11356-022-23597-2,Unnatural perceptions
10.3934/agrfood.2024021,Unnatural perceptions
10.3389/fsufs.2019.00069,Unnatural perceptions
10.3390/su15054009,Unnatural perceptions
10.1108/BFJ-02-2020-0092,Unnatural perceptions
10.1016/j.MEATsci.2023.109191,Unnatural perceptions
10.1016/j.foodpol.2022.102376,Unnatural perceptions
10.1177/09632719231196535,Unnatural perceptions
10.1016/j.ifset.2024.103734,Wasteful production methods
10.3389/fsufs.2023.1160458,Wasteful production methods
10.1371/journal.pone.0290169,Wasteful production methods
10.1016/j.fbio.2022.101571,Wasteful production methods
10.1080/09505431.2018.1544232,Wasteful production methods
10.1089/space.2019.0018,Wasteful production methods
10.1016/j.fufo.2024.100297,Wasteful production methods
10.1002/fft2.165,Wasteful production methods
10.1038/s41538-021-00121-3,Wasteful production methods
